1140	780714.0732496079
4526	1822670.221397251
4504	1016243.6741455073
471	912831.3957761275
399	157994.95250339882
4456	2003685.6798514575
382	612378.0272594976
362	611323.1712146237
4446	1039331.3135330505
335	478846.06265079294
243	324733.76398782164
127	323615.47239080694
107	501051.1571126305
44	768872.2400089047
4345	6305393.74927237
6086	587344.7175046435
4229	2893376.266795198
4188	1885665.353626924
4157	2633238.415392348
4129	3436351.8440094576
4117	9637619.953620216
3865	3991248.4123408278
2798	575415.4957079119
3535	2296871.769216739
3320	9071398.395716054
3213	7843287.83078255
3180	1608774.576398303
2864	1480010.127159209
2778	1032855.0538648415
2766	3011356.0892973067
2757	1475213.0984075817
682	437140.97534945613
246	761849.8371318749
6744	626231.1352677889
6510	837635.7958328543
2567	1325403.4268545115
2553	14735672.421025718
2559	2740555.518505888
2504	2772197.578429343
2482	1361474.9888147693
5567	599643.4068088906
2437	1406571.3780828735
5279	674331.0939697266
2338	5654306.317421599
2359	3271080.12795506
4910	384955.4891201842
2326	1317392.2752147
2285	1166009.6533629189
2279	1256098.042187979
2186	1416857.9379061828
2172	2725315.586673033
2082	8522284.65006702
1428	109460542.96650243
4431	76946040.43237248
