1140	53200000.0
4526	200000000.0
4504	62600000.0
471	61000000.0
399	25000000.0
4456	101000000.0
382	21400000.0
362	100500000.0
4446	67300000.0
335	27000000.0
243	14000000.0
127	41100000.0
107	45000000.0
44	76000000.0
4345	220000000.0
6086	93000000.0
4229	65000000.0
4188	25000000.0
4157	56400000.0
4129	150000000.0
4117	96500000.0
3865	108000000.0
2798	12000000.0
3535	55000000.0
3320	33000000.0
3213	129000000.0
3180	11700000.0
2864	62000000.0
2778	4500000.0
2766	66500000.0
2757	14800000.0
682	21000000.0
246	11000000.0
6744	19300000.0
6510	27000000.0
2567	45500000.0
2553	181800000.0
2559	25000000.0
2504	25100000.0
2482	41400000.0
5567	14900000.0
2437	31500000.0
5279	19300000.0
2338	171700000.0
2359	81000000.0
4910	12600000.0
2326	23700000.0
2285	32799999.999999996
2279	25900000.0
2186	38400000.0
2172	70000000.0
2082	140800000.0
1428	703170000.0
4431	631070000.0
