1140	1.0
4526	1.0
4504	1.0
471	1.0
399	0.9997920594415076
4456	1.0
382	1.0
362	0.9606057644125511
4446	1.0
335	1.0
243	0.9579041302306174
127	1.0
107	1.0
44	1.0
4345	1.0
6086	0.9342676780136422
4229	1.0
4188	1.0
4157	1.0
4129	1.0
4117	1.0
3865	1.0
2798	0.5207718516038236
3535	0.4814687676689458
3320	0.8424558313806398
3213	1.0
3180	1.0
2864	0.7080554396558804
2778	1.0
2766	1.0
2757	1.0
682	1.0
246	1.0
6744	1.0
6510	1.0
2567	1.0
2553	1.0
2559	1.0
2504	1.0
2482	1.0
5567	1.0
2437	1.0
5279	1.0
2338	1.0
2359	1.0
4910	0.6049946071869334
2326	1.0
2285	1.0
2279	1.0
2186	1.0
2172	1.0
2082	0.9552556818181818
1428	0.8106147873202783
4431	0.8715356458079134
